city,date,chat,temp,dewpoint,pm10,o3,time,season
chic,5/7/1998,80,57,56,34.5554075239,23.07930421,4145,spring
chic,5/8/1998,92,62,51.3,19.741607132,34.82005674,4146,spring
chic,5/9/1998,110,58,43.5,13.758057852,24.64209643,4147,spring
chic,5/10/1998,115,58,40.1,9.73601928,26.73020043,4148,spring
chic,5/11/1998,101,61,48.1,30.593878924,21.61338928,4149,spring
chic,5/12/1998,107,63,55.1,57.650596086,33.35509244,4150,spring
chic,5/13/1998,112,68,52.5,40.6202930556,29.76278735,4151,spring
chic,5/14/1998,117,68,55.4,52.666363169,33.67248446,4152,spring
chic,5/15/1998,117,75,65.8,110.599173554,36.3068342,4153,spring
chic,5/16/1998,85,72,50.9,34.55785124,34.45011545,4154,spring
chic,5/17/1998,120,68,49.2,35.0119292651,26.13040883,4155,spring
chic,5/18/1998,112,76,49.4,101.488980717,35.23010416,4156,spring
chic,5/19/1998,137,79,61,91.546831956,35.46879312,4157,spring
chic,5/20/1998,88,65,52.8,45.44859224,20.62162403,4158,spring
chic,5/21/1998,101,64,46.9,33.452203857,25.1496667,4159,spring
chic,5/22/1998,93,57,47.9,28.57892562,20.56745734,4160,spring
chic,5/23/1998,100,61,45.5,33.418526659,32.0312251,4161,spring
chic,5/24/1998,86,61,54.3,27.46046832,31.68930604,4162,spring
chic,5/25/1998,87,62,48.3,16.38884298,35.92409174,4163,spring
chic,5/26/1998,93,63,45.7,38.3619321097,24.9074708,4164,spring
chic,5/27/1998,106,67,52.8,69.338911845,35.25646016,4165,spring
chic,5/28/1998,98,75,64.3,82.377479339,31.38121511,4166,spring
chic,5/29/1998,114,74,62.3,30.286112254,26.88084873,4167,spring
chic,5/30/1998,128,73,62.7,60.23422865,32.14161446,4168,spring
chic,5/31/1998,118,70,60.2,34.2066804404,37.70309356,4169,spring
chic,6/1/1998,100,63,45.7,28.437316151,25.4868917,4170,spring
chic,6/2/1998,103,63,50.7,38.1030991739,24.48816556,4171,spring
chic,6/3/1998,83,55,45.7,23.081060607,13.01840205,4172,spring
chic,6/4/1998,109,56,37.7,26.574958112,22.1732181,4173,spring
chic,6/5/1998,97,50,41.6,10.915771347,19.23890261,4174,spring
chic,6/6/1998,107,54,38.9,16.871694217,7.453970291,4175,spring
chic,6/7/1998,108,58,41.1,11.057571088,21.54421057,4176,spring
chic,6/8/1998,113,56,46,42.7075068874,16.80759785,4177,spring
chic,6/9/1998,109,61,59,24.71577135,15.93383896,4178,spring
chic,6/10/1998,102,68,58,38.3182317647,21.18028383,4179,spring
chic,6/11/1998,100,68,65.8,37.7019972455,17.50527856,4180,spring
chic,6/12/1998,108,74,61.5,22.655165287,30.76993826,4181,spring
chic,6/13/1998,104,69,58.2,16.756711956,31.83533298,4182,spring
chic,6/14/1998,92,67,57.5,28.630371901,27.26768385,4183,spring
chic,6/15/1998,93,70,58.7,24.56701102,27.16404668,4184,spring
chic,6/16/1998,101,70,61.2,40.0753198581,13.79020052,4185,spring
chic,6/17/1998,99,73,63.7,38.7185261711,20.7548625,4186,spring
chic,6/18/1998,124,77,69.3,56.80392562,34.50368079,4187,spring
chic,6/19/1998,97,73,61.2,34.6618340573,29.71740293,4188,spring
chic,6/20/1998,104,78,68,39.6420798901,31.84594116,4189,spring
chic,6/21/1998,102,79,66,14.639325067,32.43050861,4190,spring
chic,6/22/1998,90,74,61.9,32.083727322,26.97606441,4191,spring
chic,6/23/1998,84,74,60.6,38.5842286505,39.88527977,4192,spring
chic,6/24/1998,107,83,70.2,74.606267218,34.97005694,4193,spring
chic,6/25/1998,115,83,70.8,66.617780268,41.95994841,4194,spring
chic,6/26/1998,103,79,68.4,45.445389177,37.49080473,4195,spring
chic,6/27/1998,116,82,70.3,44.406821684,47.71141906,4196,spring
chic,6/28/1998,104,78,69,24.510269222,37.74670537,4197,spring
chic,6/29/1998,116,77,68.2,33.337951161,19.73129756,4198,spring
chic,6/30/1998,96,74,60.5,18.32693188,25.36325052,4199,spring
chic,7/1/1998,86,70,56.7,29.46772625,23.14025089,4200,summer
chic,7/2/1998,98,73,57.8,56.332651632,25.66888813,4201,summer
chic,7/3/1998,92,79,65.4,50.346425737,32.1188752,4202,summer
chic,7/4/1998,105,69,62.4,24.92644426,24.81614389,4203,summer
chic,7/5/1998,77,70,56.3,14.384536626,24.73381544,4204,summer
chic,7/6/1998,105,78,69,42.370724475,27.79453625,4205,summer
chic,7/7/1998,103,72,66.7,32.492874349,33.63682316,4206,summer
chic,7/8/1998,104,74,64.9,22.531698505,33.91514063,4207,summer
chic,7/9/1998,91,75,64.2,40.5183277307,32.24886287,4208,summer
chic,7/10/1998,80,73,62.4,32.849607313,29.89305294,4209,summer
chic,7/11/1998,110,71,55.9,21.441192745,37.6406215,4210,summer
chic,7/12/1998,95,71,55.6,24.438437924,37.81791816,4211,summer
chic,7/13/1998,99,73,60.3,74.387598556,34.1803807,4212,summer
chic,7/14/1998,101,78,67.1,87.374305458,37.13355554,4213,summer
chic,7/15/1998,85,79,66.1,58.476233833,36.65276566,4214,summer
chic,7/16/1998,105,80,57.9,33.388667242,21.71145461,4215,summer
chic,7/17/1998,127,75,64.7,43.5037820424,27.47435711,4216,summer
chic,7/18/1998,103,77,65.5,63.473479012,30.65984149,4217,summer
chic,7/19/1998,94,81,71.8,33.462691175,32.88607166,4218,summer
chic,7/20/1998,90,79,68.1,37.1810501005,26.46615043,4219,summer
chic,7/21/1998,112,85,72.9,57.211353131,34.03770825,4220,summer
chic,7/22/1998,111,76,67.6,24.595521483,17.8504717,4221,summer
chic,7/23/1998,100,73,56.6,38.159011533,19.64635244,4222,summer
chic,7/24/1998,104,72,51.1,26.20859831,20.49918209,4223,summer
chic,7/25/1998,107,70,55.4,28.22877363,23.91572013,4224,summer
chic,7/26/1998,117,70,56.8,19.213290841,27.09941246,4225,summer
chic,7/27/1998,109,74,65.1,39.2408390528,26.81815869,4226,summer
chic,7/28/1998,103,79,64.9,43.752272393,24.39531608,4227,summer
chic,7/29/1998,113,77,55.2,21.216045661,32.2616697,4228,summer
chic,7/30/1998,101,72,57.5,30.254613158,19.68474565,4229,summer
chic,7/31/1998,100,71,54.7,13.255514393,24.12262719,4230,summer
chic,8/1/1998,105,72,57.3,29.272612877,30.49970296,4231,summer
chic,8/2/1998,90,72,55.9,26.311180371,38.51264977,4232,summer
chic,8/3/1998,109,78,64.8,62.209398158,32.45249083,4233,summer
chic,8/4/1998,101,70,68.6,29.33872858,20.04740956,4234,summer
chic,8/5/1998,96,76,70.7,27.286386982,22.01459272,4235,summer
chic,8/6/1998,138,78,71.3,39.5140204441,19.95487187,4236,summer
chic,8/7/1998,116,75,70.8,33.323009758,10.16505454,4237,summer
chic,8/8/1998,81,77,70.7,33.303726012,18.39628999,4238,summer
chic,8/9/1998,81,77,70.1,36.2322549247,20.84949556,4239,summer
chic,8/10/1998,93,76,68.5,35.2871970862,27.52908925,4240,summer
chic,8/11/1998,96,71,63.4,36.4965634774,23.3655677,4241,summer
chic,8/12/1998,109,70,60.9,31.164059086,28.84019544,4242,summer
chic,8/13/1998,98,71,60.2,40.0099010135,30.87047683,4243,summer
chic,8/14/1998,108,71,64.4,64.001636551,25.80294031,4244,summer
chic,8/15/1998,93,71,64.3,29.805201812,20.8943462,4245,summer
chic,8/16/1998,90,72,62.9,24.020920297,27.0144644,4246,summer
chic,8/17/1998,111,75,69,52.935520848,22.60958586,4247,summer
chic,8/18/1998,101,68,63.9,14.923582222,20.98574271,4248,summer
chic,8/19/1998,104,69,55.1,36.8056473833,20.1389224,4249,summer
chic,8/20/1998,143,73,65.4,61.811172162,24.54453334,4250,summer
chic,8/21/1998,101,80,70.8,48.809466951,30.99770354,4251,summer
chic,8/22/1998,105,78,69.5,47.871611722,32.91134417,4252,summer
chic,8/23/1998,104,81,71.2,62.912820513,43.65434527,4253,summer
chic,8/24/1998,91,76,71.4,51.80922411,17.91473364,4254,summer
chic,8/25/1998,103,76,63.9,29.84757326,24.30123553,4255,summer
chic,8/26/1998,107,73,60.9,33.8063644692,25.26439302,4256,summer
chic,8/27/1998,111,72,64.5,34.0073191787,26.21275881,4257,summer
chic,8/28/1998,102,69,66.4,35.8173534802,12.25200493,4258,summer
chic,8/29/1998,92,76,63.1,26.803617216,20.43792922,4259,summer
chic,8/30/1998,109,70,55.7,16.897385948,21.81665746,4260,summer
chic,8/31/1998,119,69,54.6,28.773397436,18.75411476,4261,summer
chic,9/1/1998,110,69,58.5,54.734935897,16.84657368,4262,summer
chic,9/2/1998,91,65,50.1,45.754463706,20.30059175,4263,summer
chic,9/3/1998,107,68,57.9,50.721199633,23.6064544,4264,summer
chic,9/4/1998,99,69,54.2,29.663507326,35.04125239,4265,summer
chic,9/5/1998,96,70,61.4,51.603330003,31.39586058,4266,summer
chic,9/6/1998,122,81,70.4,47.582509157,47.56210798,4267,summer
chic,9/7/1998,110,66,57.1,22.494597073,28.26803026,4268,summer
chic,9/8/1998,90,63,46.9,16.260967283,16.02455557,4269,summer
chic,9/9/1998,98,63,50.3,17.549542123,14.49696592,4270,summer
chic,9/10/1998,104,63,52.8,53.557783882,14.39672453,4271,summer
chic,9/11/1998,100,71,53.1,48.598992674,27.50518405,4272,summer
chic,9/12/1998,117,74,56.7,60.700641025,35.19750822,4273,summer
chic,9/13/1998,99,74,62.7,68.730860806,35.25090662,4274,summer
chic,9/14/1998,107,72,67.5,48.292535171,21.45651905,4275,summer
chic,9/15/1998,114,70,67,16.598992673,14.42667629,4276,summer
chic,9/16/1998,97,72,64.9,17.612728933,23.69825157,4277,summer
chic,9/17/1998,100,68,58.4,27.649984212,27.00013021,4278,summer
chic,9/18/1998,106,68,57.8,42.493259142,27.27217339,4279,summer
chic,9/19/1998,103,72,60.9,66.419083317,35.91220589,4280,summer
chic,9/20/1998,107,76,66.3,48.979751931,19.90428496,4281,summer
chic,9/21/1998,114,63,51.8,13.364138258,12.86014266,4282,summer
chic,9/22/1998,87,58,47.7,10.353149248,18.14906691,4283,summer
chic,9/23/1998,124,56,41.5,28.457013389,10.25031508,4284,summer
chic,9/24/1998,113,59,53.6,44.375546347,6.447717861,4285,summer
chic,9/25/1998,100,66,64.1,73.584337555,10.8240857,4286,summer
chic,9/26/1998,113,79,65.8,55.41970033,36.95089587,4287,summer
chic,9/27/1998,102,73,63.8,33.6475243686,30.32567188,4288,summer
chic,9/28/1998,105,63,52.5,30.691480413,17.53191689,4289,summer
chic,9/29/1998,105,63,57,48.61341733,6.846173571,4290,summer
chic,9/30/1998,96,64,57.9,40.5852564099,13.36619116,4291,summer
chic,10/1/1998,94,53,35.7,11.500091573,9.787839418,4292,autumn
chic,10/2/1998,103,49,41.9,23.402332422,10.8158687,4293,autumn
chic,10/3/1998,111,55,49.3,5.327014653,19.16943672,4294,autumn
chic,10/4/1998,91,60,50.3,8.296794873,19.16419304,4295,autumn
chic,10/5/1998,122,65,61.4,42.2885531132,9.779308246,4296,autumn
chic,10/6/1998,98,65,61.2,15.343498173,9.216620178,4297,autumn
chic,10/7/1998,104,56,49.2,15.313278383,3.875538142,4298,autumn
chic,10/8/1998,105,54,44.8,13.004655153,11.31221667,4299,autumn
chic,10/9/1998,84,53,45.6,34.2720695967,4.484221248,4300,autumn
chic,10/10/1998,112,53,46.4,57.277564102,7.984733488,4301,autumn
chic,10/11/1998,118,56,49.1,36.3902014649,19.48633609,4302,autumn
chic,10/12/1998,122,60,46.9,42.4588827835,10.04663934,4303,autumn
chic,10/13/1998,113,49,36.8,22.489102563,5.860236035,4304,autumn
chic,10/14/1998,99,48,40.4,26.741853511,4.287028161,4305,autumn
chic,10/15/1998,110,58,48.4,30.425915751,6.190887323,4306,autumn
chic,10/16/1998,103,68,57.2,50.428663003,23.32690315,4307,autumn
chic,10/17/1998,104,67,64.4,56.467124542,22.9477125,4308,autumn
chic,10/18/1998,94,57,48.1,10.530311353,15.73579613,4309,autumn
chic,10/19/1998,102,52,39.2,27.4753663,7.957596869,4310,autumn
chic,10/20/1998,102,50,33.9,21.081354913,9.537845925,4311,autumn
chic,10/21/1998,108,48,34.5,11.458882783,9.515268266,4312,autumn
chic,10/22/1998,98,45,31.1,21.431410253,6.525605717,4313,autumn
chic,10/23/1998,120,52,36.3,50.61547619,6.877799543,4314,autumn
chic,10/24/1998,114,54,38.9,55.728113553,10.28262758,4315,autumn
chic,10/25/1998,120,55,44.8,37.780311355,7.278930329,4316,autumn
chic,10/26/1998,114,62,49.7,55.812786065,9.445527954,4317,autumn
chic,10/27/1998,130,63,58.6,86.69514652,4.563178739,4318,autumn
chic,10/28/1998,108,54,52.3,14.733608063,11.91828985,4319,autumn
chic,10/29/1998,91,52,51.9,35.627437792,3.608258636,4320,autumn
chic,10/30/1998,97,61,58.4,44.691061339,0.775211423,4321,autumn
chic,10/31/1998,101,57,52.7,10.680072328,3.34584526,4322,autumn
chic,11/1/1998,105,54,50,11.260560868,19.11101589,4323,autumn
chic,11/2/1998,102,49,39.8,6.608643758,21.7531344,4324,autumn
chic,11/3/1998,112,41,33.4,5.474028368,28.1382719,4325,autumn
chic,11/4/1998,116,37,32.8,10.326638883,21.7524449,4326,autumn
chic,11/5/1998,120,39,27.4,21.333359715,5.916253593,4327,autumn
chic,11/6/1998,99,38,25.8,20.333359715,8.330678601,4328,autumn
chic,11/7/1998,113,35,26.1,39.7730436573,6.602146738,4329,autumn
chic,11/8/1998,110,37,31.8,32.3635794993,6.738993926,4330,autumn
chic,11/9/1998,97,43,37.3,52.292150928,8.348756173,4331,autumn
chic,11/10/1998,124,52,41.2,39.0432202852,14.62151019,4332,autumn
chic,11/11/1998,108,41,28.5,28.315758676,16.46878433,4333,autumn
chic,11/12/1998,119,40,31.1,31.373450984,4.69359805,4334,autumn
chic,11/13/1998,123,43,34.6,33.7700492169,11.49740262,4335,autumn
chic,11/14/1998,111,50,40.2,28.626198237,9.721484893,4336,autumn
chic,11/15/1998,96,43,32.2,12.590483949,16.87493283,4337,autumn
chic,11/16/1998,102,48,39.1,30.409362764,6.470759103,4338,autumn
chic,11/17/1998,109,42,34.6,24.504480971,7.097389859,4339,autumn
chic,11/18/1998,123,48,38.7,46.677557894,6.955126107,4340,autumn
chic,11/19/1998,114,45,31.1,26.164029021,8.319255062,4341,autumn
chic,11/20/1998,114,31,24.4,12.556678775,7.943455347,4342,autumn
chic,11/21/1998,116,34,24.4,31.600634818,8.486784975,4343,autumn
chic,11/22/1998,105,49,34.9,58.508263863,14.17667937,4344,autumn
chic,11/23/1998,101,50,35.4,38.3956152602,13.11126336,4345,autumn
chic,11/24/1998,110,46,30.1,32.3379229525,5.457522707,4346,autumn
chic,11/25/1998,117,50,35.8,34.3771348787,4.065176921,4347,autumn
chic,11/26/1998,103,50,32.3,19.40385702,9.814313443,4348,autumn
chic,11/27/1998,94,48,35.7,62.502758117,5.617518789,4349,autumn
chic,11/28/1998,123,54,48.6,43.412256504,10.60628032,4350,autumn
chic,11/29/1998,106,63,58.4,57.635371267,13.24199304,4351,autumn
chic,11/30/1998,102,52,50.7,34.6243822559,12.61060853,4352,autumn
chic,12/1/1998,100,45,37.7,24.776942838,6.669878551,4353,autumn
chic,12/2/1998,112,55,45.8,36.6710855526,8.226131666,4354,autumn
chic,12/3/1998,104,61,54.9,43.687569069,8.491750429,4355,autumn
chic,12/4/1998,117,61,59.3,54.612375268,3.66162155,4356,autumn
chic,12/5/1998,113,59,56.6,33.4714208107,8.073820443,4357,autumn
chic,12/6/1998,103,50,49.2,11.375266964,8.092803353,4358,autumn
chic,12/7/1998,99,39,31.6,10.742765664,18.65149123,4359,autumn
chic,12/8/1998,130,38,29,23.323069162,6.105578668,4360,autumn
chic,12/9/1998,105,39,29.5,29.251640591,6.531887007,4361,autumn
chic,12/10/1998,99,35,29,18.99180403,5.012532007,4362,autumn
chic,12/11/1998,108,39,26.1,26.059364758,6.115629388,4363,autumn
chic,12/12/1998,112,38,26.1,29.007166956,7.123482719,4364,autumn
chic,12/13/1998,109,38,31.2,25.81906562,13.0106034,4365,autumn
chic,12/14/1998,125,36,32.1,54.042881242,7.848083757,4366,autumn
chic,12/15/1998,113,44,31.2,31.089584539,6.421882764,4367,autumn
chic,12/16/1998,125,37,27.2,14.076282054,5.780097358,4368,autumn
chic,12/17/1998,124,32,22.3,16.003311163,8.823021024,4369,autumn
chic,12/18/1998,119,43,30.1,52.063750723,7.963781569,4370,autumn
chic,12/19/1998,126,35,26.3,22.67121099,9.246538265,4371,autumn
chic,12/20/1998,107,31,27.6,14.091223253,6.013476119,4372,autumn
chic,12/21/1998,126,23,18.8,19.953860613,6.906369398,4373,autumn
chic,12/22/1998,120,10,-1.9,24.847887565,15.1006225,4374,autumn
chic,12/23/1998,109,17,5.7,28.910145556,9.267595214,4375,autumn
chic,12/24/1998,140,19,4.8,24.036519183,10.64203305,4376,autumn
chic,12/25/1998,130,25,11.1,19.38421017,13.89052531,4377,autumn
chic,12/26/1998,138,26,12.3,36.1024532487,11.75666022,4378,autumn
chic,12/27/1998,125,36,24,34.1052005014,9.763213303,4379,autumn
chic,12/28/1998,156,29,23.3,33.060485348,5.780310269,4380,autumn
chic,12/29/1998,120,22,18.4,25.00914305,12.53233717,4381,autumn
chic,12/30/1998,99,7,-1.6,27.970681512,9.385773285,4382,autumn
chic,12/31/1998,141,13,5.1,25.800985559,9.786139557,4383,autumn
chic,1/1/1999,136,14,7.7,17.033868321,19.54416909,4384,winter
chic,1/2/1999,147,22,21,NA,28.62178903,4385,winter
chic,1/3/1999,136,16,8.4,17.982307062,21.30799347,4386,winter
chic,1/4/1999,128,-2,-6.9,13.949396229,11.43364549,4387,winter
chic,1/5/1999,126,1,-6.1,30.990605017,8.987229863,4388,winter
chic,1/6/1999,128,12,9.8,25.115425982,9.092744575,4389,winter
chic,1/7/1999,154,1,-6.7,36.8697258957,6.958779839,4390,winter
chic,1/8/1999,153,16,10.9,22.891703918,17.60590815,4391,winter
chic,1/9/1999,113,4,-1.1,17.972705799,12.81903336,4392,winter
chic,1/10/1999,138,6,-0.4,18.968570792,19.14758235,4393,winter
chic,1/11/1999,150,5,0,30.908131236,10.17194648,4394,winter
chic,1/12/1999,146,20,14.1,33.4411452094,10.06825369,4395,winter
chic,1/13/1999,137,20,15.4,1.880658712,30.68947994,4396,winter
chic,1/14/1999,139,18,12.6,21.803735632,18.2186632,4397,winter
chic,1/15/1999,118,23,20.2,38.5784609067,6.83010581,4398,winter
chic,1/16/1999,138,30,29.8,26.605989632,9.600006101,4399,winter
chic,1/17/1999,93,28,31.3,32.6966489726,8.005669007,4400,winter
chic,1/18/1999,140,29,25.8,14.374070239,20.05480504,4401,winter
chic,1/19/1999,118,27,20,28.704890731,9.724252881,4402,winter
chic,1/20/1999,162,30,28.8,55.757088533,7.200447204,4403,winter
chic,1/21/1999,138,37,32.6,54.759835786,7.526303704,4404,winter
chic,1/22/1999,137,42,41.5,16.798260077,5.890249243,4405,winter
chic,1/23/1999,136,39,35.3,5.817490847,8.242540134,4406,winter
chic,1/24/1999,136,33,30,18.821037757,17.14494244,4407,winter
chic,1/25/1999,148,28,24.6,12.748809527,10.5674216,4408,winter
chic,1/26/1999,135,29,23.4,32.7790293044,8.855005304,4409,winter
chic,1/27/1999,120,42,34,48.608457503,11.26457581,4410,winter
chic,1/28/1999,107,33,27.4,22.660622711,10.58076686,4411,winter
chic,1/29/1999,133,33,25.6,27.564468865,12.49897025,4412,winter
chic,1/30/1999,137,34,28,40.6052690731,17.8815932,4413,winter
chic,1/31/1999,119,36,27.5,20.567216117,23.12806104,4414,winter
chic,2/1/1999,117,40,38.4,22.602930403,7.147065373,4415,winter
chic,2/2/1999,131,38,32.4,5.457777675,7.980014085,4416,winter
chic,2/3/1999,126,41,27.4,41.479578755,15.10296027,4417,winter
chic,2/4/1999,143,31,21.1,16.496062267,17.07570506,4418,winter
chic,2/5/1999,113,31,24.2,27.102223998,7.190115273,4419,winter
chic,2/6/1999,145,40,30.4,18.449358977,12.09818874,4420,winter
chic,2/7/1999,143,33,29.8,24.523534799,15.6647266,4421,winter
chic,2/8/1999,134,37,36.2,31.5072282241,7.851604321,4422,winter
chic,2/9/1999,139,44,29.8,8.529029307,12.03513552,4423,winter
chic,2/10/1999,145,44,27.2,49.518040293,12.57207016,4424,winter
chic,2/11/1999,136,49,47.8,27.313525955,14.81587092,4425,winter
chic,2/12/1999,135,23,13.1,12.537271067,23.94505279,4426,winter
chic,2/13/1999,137,23,10.8,21.696611722,17.65464822,4427,winter
chic,2/14/1999,138,34,21.9,35.7132721802,15.67563571,4428,winter
chic,2/15/1999,147,45,30.6,56.614285714,15.75160473,4429,winter
chic,2/16/1999,125,39,32.1,29.663736264,10.13252463,4430,winter
chic,2/17/1999,150,27,20.4,20.35634419,14.55313538,4431,winter
chic,2/18/1999,142,29,21.8,29.658241758,13.57977919,4432,winter
chic,2/19/1999,137,28,20.9,8.77912088,26.46738717,4433,winter
chic,2/20/1999,145,25,17,6.761942762,25.25822691,4434,winter
chic,2/21/1999,124,28,15.7,NA,35.74690833,4435,winter
chic,2/22/1999,136,26,9.4,19.810579256,28.73954081,4436,winter
chic,2/23/1999,133,29,14.9,36.9933429261,15.68002902,4437,winter
chic,2/24/1999,130,27,22.9,53.87926057,6.450027134,4438,winter
chic,2/25/1999,155,33,26.5,28.882007823,9.969505331,4439,winter
chic,2/26/1999,149,36,27.9,43.823234918,8.255861291,4440,winter
chic,2/27/1999,140,43,39.2,32.9673076923,6.452663152,4441,winter
chic,2/28/1999,114,37,32.1,2.00302198,15.70905043,4442,winter
chic,3/1/1999,138,38,25.3,22.469738329,24.6358029,4443,winter
chic,3/2/1999,137,37,33.1,29.989285714,5.739615668,4444,winter
chic,3/3/1999,158,31,18.7,4.9206044,21.2970315,4445,winter
chic,3/4/1999,142,30,18.4,17.44272034,17.51141431,4446,winter
chic,3/5/1999,130,35,28.7,29.943131868,16.59490893,4447,winter
chic,3/6/1999,112,25,19.7,1.84697802,35.95396195,4448,winter
chic,3/7/1999,109,21,14.4,18.60374476,38.56851801,4449,winter
chic,3/8/1999,126,24,16.2,42.926648352,29.46465989,4450,winter
chic,3/9/1999,152,29,26.4,11.91565934,26.70677448,4451,winter
chic,3/10/1999,123,29,20.3,2.010254856,36.94482506,4452,winter
chic,3/11/1999,124,28,20.4,13.225366303,24.05767003,4453,winter
chic,3/12/1999,117,27,19.6,12.233608063,32.06890014,4454,winter
chic,3/13/1999,132,28,18.1,23.475741504,33.90482476,4455,winter
chic,3/14/1999,124,32,18.9,3.335256413,39.14909493,4456,winter
chic,3/15/1999,155,31,19.2,36.486355311,15.54066561,4457,winter
chic,3/16/1999,132,43,29.8,44.493864469,12.75543386,4458,winter
chic,3/17/1999,130,50,40.7,29.452472527,27.02090598,4459,winter
chic,3/18/1999,114,38,27.1,13.44148352,26.50227063,4460,winter
chic,3/19/1999,135,36,23.7,21.88113254,21.98530581,4461,winter
chic,3/20/1999,141,39,27.2,31.425,18.05084975,4462,winter
chic,3/21/1999,137,38,23.2,5.46620879,31.74913394,4463,winter
chic,3/22/1999,142,36,21.3,23.527949029,22.38122106,4464,winter
chic,3/23/1999,120,38,21,40.4123207298,13.42644609,4465,winter
chic,3/24/1999,121,35,21.9,19.371111936,32.91692417,4466,winter
chic,3/25/1999,147,32,23.3,22.736595954,30.22006738,4467,winter
chic,3/26/1999,143,35,25.9,17.412320726,29.91757085,4468,winter
chic,3/27/1999,103,41,26.3,35.508474576,21.31821868,4469,winter
chic,3/28/1999,113,43,33.7,54.245263357,18.00209367,4470,winter
chic,3/29/1999,115,48,24.5,24.116129633,15.82785634,4471,winter
chic,3/30/1999,116,55,28.5,97.171074688,22.33493812,4472,winter
chic,3/31/1999,122,60,41.3,64.192005082,28.35575895,4473,winter
chic,4/1/1999,113,58,51.7,45.316679084,13.04434356,4474,spring
chic,4/2/1999,115,64,54.6,45.278217545,12.42635286,4475,spring
chic,4/3/1999,117,63,57.8,40.4065934066,12.98439759,4476,spring
chic,4/4/1999,97,56,47.3,14.125907987,20.54201314,4477,spring
chic,4/5/1999,108,50,43.2,16.103929967,18.39485504,4478,spring
chic,4/6/1999,108,53,42.4,18.555008387,21.26039985,4479,spring
chic,4/7/1999,127,55,42.7,58.07645744,27.17509624,4480,spring
chic,4/8/1999,122,55,43.7,35.0325013965,28.83376837,4481,spring
chic,4/9/1999,126,45,40,6.223190607,28.64008032,4482,spring
chic,4/10/1999,108,47,35,12.423356302,30.93955098,4483,spring
chic,4/11/1999,114,46,39.7,9.511268392,20.43486355,4484,spring
chic,4/12/1999,113,45,32.1,26.318233646,22.31422499,4485,spring
chic,4/13/1999,120,50,33.3,36.4151145469,18.4290943,4486,spring
chic,4/14/1999,101,49,26,62.395883778,25.70069269,4487,spring
chic,4/15/1999,119,49,39.4,27.44789693,33.30460743,4488,spring
chic,4/16/1999,121,44,37.3,6.553931525,23.65752797,4489,spring
chic,4/17/1999,120,44,34,7.540195255,15.36767577,4490,spring
chic,4/18/1999,108,42,37.1,29.119225478,10.94031267,4491,spring
chic,4/19/1999,106,42,36.5,45.65283262,10.25507157,4492,spring
chic,4/20/1999,117,45,39.4,43.592393059,20.15808876,4493,spring
chic,4/21/1999,111,54,48,32.5956059475,22.51149214,4494,spring
chic,4/22/1999,100,48,47.2,31.471978022,9.717691324,4495,spring
chic,4/23/1999,116,43,35.6,NA,27.18680189,4496,spring
chic,4/24/1999,119,44,24.6,16.88223687,30.83584827,4497,spring
chic,4/25/1999,90,48,30.5,19.71098901,30.58304691,4498,spring
chic,4/26/1999,103,51,33.4,33.6450549451,36.41027869,4499,spring
chic,4/27/1999,113,50,41.5,29.452341346,26.47570696,4500,spring
chic,4/28/1999,113,51,38.4,12.712271067,28.57303001,4501,spring
chic,4/29/1999,109,52,32.7,15.517216117,32.83588524,4502,spring
chic,4/30/1999,104,51,29,27.20476608,29.15402576,4503,spring
chic,5/1/1999,106,56,30.5,28.226007326,29.71179081,4504,spring
chic,5/2/1999,94,58,37.3,31.132600733,42.53538905,4505,spring
chic,5/3/1999,114,64,42.8,51.161586577,38.04415057,4506,spring
chic,5/4/1999,144,67,52.2,75.06510989,39.14696078,4507,spring
chic,5/5/1999,102,70,57.2,74.001923077,32.83490212,4508,spring
chic,5/6/1999,89,58,52.8,24.573224099,17.46917865,4509,spring
chic,5/7/1999,103,56,46.9,31.606318681,19.58111101,4510,spring
chic,5/8/1999,116,53,48.2,8.57335165,10.88682904,4511,spring
chic,5/9/1999,97,51,42.7,7.446090206,16.28984636,4512,spring
chic,5/10/1999,102,58,46.5,32.450549451,31.67145808,4513,spring
chic,5/11/1999,132,67,52.1,63.434065934,31.83543868,4514,spring
chic,5/12/1999,100,62,52.7,43.986601403,26.39231903,4515,spring
chic,5/13/1999,102,51,41,16.42582418,26.16748444,4516,spring
chic,5/14/1999,101,53,41.3,15.31868132,24.63822878,4517,spring
chic,5/15/1999,107,60,54.8,49.205542621,20.21414704,4518,spring
chic,5/16/1999,96,69,63.1,44.147252747,35.56790249,4519,spring
chic,5/17/1999,116,69,62.6,31.133516484,26.72656774,4520,spring
chic,5/18/1999,93,61,52.3,17.57582728,20.0231906,4521,spring
chic,5/19/1999,104,61,44.8,25.158241758,19.21668451,4522,spring
chic,5/20/1999,95,64,49.1,51.042857143,34.41146167,4523,spring
chic,5/21/1999,118,66,56.8,64.951864096,44.70101229,4524,spring
chic,5/22/1999,91,59,52.8,8.953388283,32.94545999,4525,spring
chic,5/23/1999,88,60,50.7,18.906684983,16.03266295,4526,spring
chic,5/24/1999,114,51,40.7,16.085063563,15.47942103,4527,spring
chic,5/25/1999,114,56,38.7,33.9231684978,24.18764115,4528,spring
chic,5/26/1999,95,60,40.4,19.967124543,21.52440984,4529,spring
